"","gene_id","gene_type"
"15429","ENSMUSG00000076430","protein_coding"
"15430","ENSMUSG00000038415","protein_coding"
"15431","ENSMUSG00000038402","protein_coding"
"15432","ENSMUSG00000050295","protein_coding"
"15433","ENSMUSG00000038372","protein_coding"
"15434","ENSMUSG00000044951","protein_coding"
"15435","ENSMUSG00000021400","protein_coding"
"15436","ENSMUSG00000044734","protein_coding"
"15437","ENSMUSG00000079049","protein_coding"
"15438","ENSMUSG00000042842","protein_coding"
"15439","ENSMUSG00000045827","protein_coding"
"15440","ENSMUSG00000021403","protein_coding"
"15441","ENSMUSG00000051029","protein_coding"
"15442","ENSMUSG00000021404","protein_coding"
"15443","ENSMUSG00000054266","protein_coding"
"15444","ENSMUSG00000062342","protein_coding"
"15445","ENSMUSG00000038327","protein_coding"
"15446","ENSMUSG00000071452","protein_coding"
"15447","ENSMUSG00000057726","protein_coding"
"15448","ENSMUSG00000047889","protein_coding"
"15449","ENSMUSG00000069248","protein_coding"
"15450","ENSMUSG00000052180","protein_coding"
"15451","ENSMUSG00000060147","protein_coding"
"15452","ENSMUSG00000046949","protein_coding"
"15453","ENSMUSG00000021408","protein_coding"
"15454","ENSMUSG00000038286","protein_coding"
"15455","ENSMUSG00000058672","protein_coding"
"15456","ENSMUSG00000045136","protein_coding"
"15457","ENSMUSG00000071451","protein_coding"
"15458","ENSMUSG00000038267","protein_coding"
"15459","ENSMUSG00000021411","protein_coding"
"15460","ENSMUSG00000038246","protein_coding"
"15461","ENSMUSG00000021413","protein_coding"
"15462","ENSMUSG00000021414","protein_coding"
"15463","ENSMUSG00000021415","protein_coding"
"15464","ENSMUSG00000021416","protein_coding"
"15465","ENSMUSG00000021417","protein_coding"
"15466","ENSMUSG00000059288","protein_coding"
"15467","ENSMUSG00000021418","protein_coding"
"15468","ENSMUSG00000050423","protein_coding"
"15469","ENSMUSG00000046573","protein_coding"
"15470","ENSMUSG00000021420","protein_coding"
"15471","ENSMUSG00000039114","protein_coding"
"15472","ENSMUSG00000039109","protein_coding"
"15473","ENSMUSG00000021423","protein_coding"
"15474","ENSMUSG00000039087","protein_coding"
"15475","ENSMUSG00000021427","protein_coding"
"15476","ENSMUSG00000044566","protein_coding"
"15477","ENSMUSG00000021428","protein_coding"
"15478","ENSMUSG00000054889","protein_coding"
"15479","ENSMUSG00000021431","protein_coding"
"15480","ENSMUSG00000039004","protein_coding"
"15481","ENSMUSG00000038991","protein_coding"
"15482","ENSMUSG00000038982","protein_coding"
"15483","ENSMUSG00000001707","protein_coding"
"15484","ENSMUSG00000021432","protein_coding"
"15485","ENSMUSG00000047094","protein_coding"
"15486","ENSMUSG00000021359","protein_coding"
"15487","ENSMUSG00000021360","protein_coding"
"15488","ENSMUSG00000038683","protein_coding"
"15489","ENSMUSG00000021361","protein_coding"
"15490","ENSMUSG00000021363","protein_coding"
"15491","ENSMUSG00000021362","protein_coding"
"15492","ENSMUSG00000038651","protein_coding"
"15493","ENSMUSG00000021364","protein_coding"
"15494","ENSMUSG00000091264","protein_coding"
"15495","ENSMUSG00000021365","protein_coding"
"15496","ENSMUSG00000087370","protein_coding"
"15497","ENSMUSG00000058022","protein_coding"
"15498","ENSMUSG00000021366","protein_coding"
"15499","ENSMUSG00000021367","protein_coding"
"15500","ENSMUSG00000054728","protein_coding"
"15501","ENSMUSG00000021368","protein_coding"
"15502","ENSMUSG00000051335","protein_coding"
"15503","ENSMUSG00000054021","protein_coding"
"15504","ENSMUSG00000063200","protein_coding"
"15505","ENSMUSG00000038546","protein_coding"
"15506","ENSMUSG00000021371","protein_coding"
"15507","ENSMUSG00000044164","protein_coding"
"15508","ENSMUSG00000015396","protein_coding"
"15509","ENSMUSG00000038518","protein_coding"
"15510","ENSMUSG00000057531","protein_coding"
"15511","ENSMUSG00000038175","protein_coding"
"15512","ENSMUSG00000000253","protein_coding"
"15513","ENSMUSG00000046876","protein_coding"
"15514","ENSMUSG00000063529","protein_coding"
"15515","ENSMUSG00000038132","protein_coding"
"15516","ENSMUSG00000021373","protein_coding"
"15517","ENSMUSG00000069237","protein_coding"
"15518","ENSMUSG00000021374","protein_coding"
"15519","ENSMUSG00000021375","protein_coding"
"15520","ENSMUSG00000044231","protein_coding"
"15521","ENSMUSG00000021376","protein_coding"
"15522","ENSMUSG00000038080","protein_coding"
"15523","ENSMUSG00000021377","protein_coding"
"15524","ENSMUSG00000038068","protein_coding"
"15525","ENSMUSG00000021379","protein_coding"
"15526","ENSMUSG00000050954","protein_coding"
"15527","ENSMUSG00000038042","protein_coding"
"15528","ENSMUSG00000021381","protein_coding"
"15529","ENSMUSG00000038025","protein_coding"
"15530","ENSMUSG00000038014","protein_coding"
"15531","ENSMUSG00000037989","protein_coding"
"15532","ENSMUSG00000037966","protein_coding"
"15533","ENSMUSG00000037960","protein_coding"
"15534","ENSMUSG00000021384","protein_coding"
"15535","ENSMUSG00000037946","protein_coding"
"15536","ENSMUSG00000037933","protein_coding"
"15537","ENSMUSG00000021385","protein_coding"
"15538","ENSMUSG00000021391","protein_coding"
"15539","ENSMUSG00000113255","protein_coding"
"15540","ENSMUSG00000043631","protein_coding"
"15541","ENSMUSG00000021388","protein_coding"
"15542","ENSMUSG00000048368","protein_coding"
"15543","ENSMUSG00000021390","protein_coding"
"15544","ENSMUSG00000021392","protein_coding"
"15545","ENSMUSG00000037851","protein_coding"
"15546","ENSMUSG00000114073","protein_coding"
"15547","ENSMUSG00000095300","protein_coding"
"15548","ENSMUSG00000037816","protein_coding"
"15549","ENSMUSG00000114559","protein_coding"
"15550","ENSMUSG00000071909","protein_coding"
"15551","ENSMUSG00000094918","protein_coding"
"15552","ENSMUSG00000021395","protein_coding"
"15553","ENSMUSG00000021396","protein_coding"
"15554","ENSMUSG00000067586","protein_coding"
"15555","ENSMUSG00000021448","protein_coding"
"15556","ENSMUSG00000062248","protein_coding"
"15557","ENSMUSG00000035139","protein_coding"
"15558","ENSMUSG00000021451","protein_coding"
"15559","ENSMUSG00000021453","protein_coding"
"15560","ENSMUSG00000047842","protein_coding"
"15561","ENSMUSG00000021457","protein_coding"
"15562","ENSMUSG00000021460","protein_coding"
"15563","ENSMUSG00000056749","protein_coding"
"15564","ENSMUSG00000021464","protein_coding"
"15565","ENSMUSG00000021468","protein_coding"
"15566","ENSMUSG00000021469","protein_coding"
"15567","ENSMUSG00000021478","protein_coding"
"15568","ENSMUSG00000021474","protein_coding"
"15569","ENSMUSG00000034987","protein_coding"
"15570","ENSMUSG00000025867","protein_coding"
"15571","ENSMUSG00000025872","protein_coding"
"15572","ENSMUSG00000043183","protein_coding"
"15573","ENSMUSG00000025871","protein_coding"
"15574","ENSMUSG00000025870","protein_coding"
"15575","ENSMUSG00000025869","protein_coding"
"15576","ENSMUSG00000025868","protein_coding"
"15577","ENSMUSG00000047547","protein_coding"
"15578","ENSMUSG00000025873","protein_coding"
"15579","ENSMUSG00000034928","protein_coding"
"15580","ENSMUSG00000034918","protein_coding"
"15581","ENSMUSG00000069227","protein_coding"
"15582","ENSMUSG00000034891","protein_coding"
"15583","ENSMUSG00000074895","protein_coding"
"15584","ENSMUSG00000025875","protein_coding"
"15585","ENSMUSG00000025876","protein_coding"
"15586","ENSMUSG00000025877","protein_coding"
"15587","ENSMUSG00000025878","protein_coding"
"15588","ENSMUSG00000021481","protein_coding"
"15589","ENSMUSG00000005320","protein_coding"
"15590","ENSMUSG00000021488","protein_coding"
"15591","ENSMUSG00000034789","protein_coding"
"15592","ENSMUSG00000021486","protein_coding"
"15593","ENSMUSG00000021485","protein_coding"
"15594","ENSMUSG00000021484","protein_coding"
"15595","ENSMUSG00000052087","protein_coding"
"15596","ENSMUSG00000021490","protein_coding"
"15597","ENSMUSG00000044444","protein_coding"
"15598","ENSMUSG00000021492","protein_coding"
"15599","ENSMUSG00000074886","protein_coding"
"15600","ENSMUSG00000034686","protein_coding"
"15601","ENSMUSG00000034675","protein_coding"
"15602","ENSMUSG00000021493","protein_coding"
"15603","ENSMUSG00000035711","protein_coding"
"15604","ENSMUSG00000021494","protein_coding"
"15605","ENSMUSG00000021495","protein_coding"
"15606","ENSMUSG00000058569","protein_coding"
"15607","ENSMUSG00000021504","protein_coding"
"15608","ENSMUSG00000021501","protein_coding"
"15609","ENSMUSG00000021500","protein_coding"
"15610","ENSMUSG00000045767","protein_coding"
"15611","ENSMUSG00000021497","protein_coding"
"15612","ENSMUSG00000021496","protein_coding"
"15613","ENSMUSG00000021499","protein_coding"
"15614","ENSMUSG00000021506","protein_coding"
"15615","ENSMUSG00000015937","protein_coding"
"15616","ENSMUSG00000049625","protein_coding"
"15617","ENSMUSG00000048904","protein_coding"
"15618","ENSMUSG00000021508","protein_coding"
"15619","ENSMUSG00000021509","protein_coding"
"15620","ENSMUSG00000021538","protein_coding"
"15621","ENSMUSG00000035509","protein_coding"
"15622","ENSMUSG00000021539","protein_coding"
"15623","ENSMUSG00000035493","protein_coding"
"15624","ENSMUSG00000021540","protein_coding"
"15625","ENSMUSG00000110086","protein_coding"
"15626","ENSMUSG00000021541","protein_coding"
"15627","ENSMUSG00000056222","protein_coding"
"15628","ENSMUSG00000014164","protein_coding"
"15629","ENSMUSG00000007836","protein_coding"
"15630","ENSMUSG00000050002","protein_coding"
"15631","ENSMUSG00000005312","protein_coding"
"15632","ENSMUSG00000021552","protein_coding"
"15633","ENSMUSG00000060176","protein_coding"
"15634","ENSMUSG00000021550","protein_coding"
"15635","ENSMUSG00000021546","protein_coding"
"15636","ENSMUSG00000035367","protein_coding"
"15637","ENSMUSG00000021553","protein_coding"
"15638","ENSMUSG00000055254","protein_coding"
"15639","ENSMUSG00000021557","protein_coding"
"15640","ENSMUSG00000021555","protein_coding"
"15641","ENSMUSG00000021556","protein_coding"
"15642","ENSMUSG00000049902","protein_coding"
"15643","ENSMUSG00000050876","protein_coding"
"15644","ENSMUSG00000091311","protein_coding"
"15645","ENSMUSG00000043986","protein_coding"
"15646","ENSMUSG00000051054","protein_coding"
"15647","ENSMUSG00000044792","protein_coding"
"15648","ENSMUSG00000035248","protein_coding"
"15649","ENSMUSG00000052957","protein_coding"
"15650","ENSMUSG00000021559","protein_coding"
"15651","ENSMUSG00000042243","protein_coding"
"15652","ENSMUSG00000056728","protein_coding"
"15653","ENSMUSG00000050345","protein_coding"
"15654","ENSMUSG00000114635","protein_coding"
"15655","ENSMUSG00000114487","protein_coding"
"15656","ENSMUSG00000074874","protein_coding"
"15657","ENSMUSG00000114432","protein_coding"
"15658","ENSMUSG00000062705","protein_coding"
"15659","ENSMUSG00000044258","protein_coding"
"15660","ENSMUSG00000033834","protein_coding"
"15661","ENSMUSG00000055298","protein_coding"
"15662","ENSMUSG00000021439","protein_coding"
"15663","ENSMUSG00000055679","protein_coding"
"15664","ENSMUSG00000021441","protein_coding"
"15665","ENSMUSG00000057446","protein_coding"
"15666","ENSMUSG00000021440","protein_coding"
"15667","ENSMUSG00000074871","protein_coding"
"15668","ENSMUSG00000114904","protein_coding"
"15669","ENSMUSG00000074870","protein_coding"
"15670","ENSMUSG00000074867","protein_coding"
"15671","ENSMUSG00000094942","protein_coding"
"15672","ENSMUSG00000113450","protein_coding"
"15673","ENSMUSG00000055228","protein_coding"
"15674","ENSMUSG00000074865","protein_coding"
"15675","ENSMUSG00000072066","protein_coding"
"15676","ENSMUSG00000074863","protein_coding"
"15677","ENSMUSG00000091183","protein_coding"
"15678","ENSMUSG00000021456","protein_coding"
"15679","ENSMUSG00000069805","protein_coding"
"15680","ENSMUSG00000021458","protein_coding"
"15681","ENSMUSG00000021461","protein_coding"
"15682","ENSMUSG00000021466","protein_coding"
"15683","ENSMUSG00000021470","protein_coding"
"15684","ENSMUSG00000033122","protein_coding"
"15685","ENSMUSG00000033114","protein_coding"
"15686","ENSMUSG00000044934","protein_coding"
"15687","ENSMUSG00000021476","protein_coding"
"15688","ENSMUSG00000033102","protein_coding"
"15689","ENSMUSG00000021482","protein_coding"
"15690","ENSMUSG00000021477","protein_coding"
"15691","ENSMUSG00000021483","protein_coding"
"15692","ENSMUSG00000096537","protein_coding"
"15693","ENSMUSG00000033063","protein_coding"
"15694","ENSMUSG00000056223","protein_coding"
"15695","ENSMUSG00000074849","protein_coding"
"15696","ENSMUSG00000090658","protein_coding"
"15697","ENSMUSG00000038212","protein_coding"
"15698","ENSMUSG00000108426","protein_coding"
"15699","ENSMUSG00000049806","protein_coding"
"15700","ENSMUSG00000032999","protein_coding"
"15701","ENSMUSG00000074847","protein_coding"
"15702","ENSMUSG00000021514","protein_coding"
"15703","ENSMUSG00000063905","protein_coding"
"15704","ENSMUSG00000095909","protein_coding"
"15705","ENSMUSG00000091347","protein_coding"
"15706","ENSMUSG00000074832","protein_coding"
"15707","ENSMUSG00000021520","protein_coding"
"15708","ENSMUSG00000074826","protein_coding"
"15709","ENSMUSG00000021519","protein_coding"
"15710","ENSMUSG00000021518","protein_coding"
"15711","ENSMUSG00000090641","protein_coding"
"15712","ENSMUSG00000058883","protein_coding"
"15713","ENSMUSG00000100235","protein_coding"
"15714","ENSMUSG00000074824","protein_coding"
"15715","ENSMUSG00000057396","protein_coding"
"15716","ENSMUSG00000058900","protein_coding"
"15717","ENSMUSG00000051037","protein_coding"
"15718","ENSMUSG00000055480","protein_coding"
"15719","ENSMUSG00000055341","protein_coding"
"15720","ENSMUSG00000057842","protein_coding"
"15721","ENSMUSG00000098781","protein_coding"
"15722","ENSMUSG00000098905","protein_coding"
"15723","ENSMUSG00000098692","protein_coding"
"15724","ENSMUSG00000078995","protein_coding"
"15725","ENSMUSG00000078994","protein_coding"
"15726","ENSMUSG00000055560","protein_coding"
"15727","ENSMUSG00000069206","protein_coding"
"15728","ENSMUSG00000059839","protein_coding"
"15729","ENSMUSG00000071291","protein_coding"
"15730","ENSMUSG00000097565","protein_coding"
"15731","ENSMUSG00000097333","protein_coding"
"15732","ENSMUSG00000095432","protein_coding"
"15733","ENSMUSG00000058093","protein_coding"
"15734","ENSMUSG00000021510","protein_coding"
"15735","ENSMUSG00000048280","protein_coding"
"15736","ENSMUSG00000071281","protein_coding"
"15737","ENSMUSG00000058331","protein_coding"
"15738","ENSMUSG00000090659","protein_coding"
"15739","ENSMUSG00000030446","protein_coding"
"15740","ENSMUSG00000058246","protein_coding"
"15741","ENSMUSG00000064063","protein_coding"
"15742","ENSMUSG00000034617","protein_coding"
"15743","ENSMUSG00000021532","protein_coding"
"15744","ENSMUSG00000021534","protein_coding"
"15745","ENSMUSG00000021536","protein_coding"
"15746","ENSMUSG00000034575","protein_coding"
"15747","ENSMUSG00000021595","protein_coding"
"15748","ENSMUSG00000021594","protein_coding"
"15749","ENSMUSG00000052981","protein_coding"
"15750","ENSMUSG00000021598","protein_coding"
"15751","ENSMUSG00000034525","protein_coding"
"15752","ENSMUSG00000049538","protein_coding"
"15753","ENSMUSG00000060969","protein_coding"
"15754","ENSMUSG00000001504","protein_coding"
"15755","ENSMUSG00000021604","protein_coding"
"15756","ENSMUSG00000021606","protein_coding"
"15757","ENSMUSG00000021607","protein_coding"
"15758","ENSMUSG00000021608","protein_coding"
"15759","ENSMUSG00000021609","protein_coding"
"15760","ENSMUSG00000021610","protein_coding"
"15761","ENSMUSG00000021611","protein_coding"
"15762","ENSMUSG00000021612","protein_coding"
"15763","ENSMUSG00000021565","protein_coding"
"15764","ENSMUSG00000017756","protein_coding"
"15765","ENSMUSG00000021567","protein_coding"
"15766","ENSMUSG00000021569","protein_coding"
"15767","ENSMUSG00000057649","protein_coding"
"15768","ENSMUSG00000069189","protein_coding"
"15769","ENSMUSG00000021573","protein_coding"
"15770","ENSMUSG00000021572","protein_coding"
"15771","ENSMUSG00000036123","protein_coding"
"15772","ENSMUSG00000034152","protein_coding"
"15773","ENSMUSG00000021575","protein_coding"
"15774","ENSMUSG00000021576","protein_coding"
"15775","ENSMUSG00000021577","protein_coding"
"15776","ENSMUSG00000021578","protein_coding"
"15777","ENSMUSG00000021579","protein_coding"
"15778","ENSMUSG00000069184","protein_coding"
"15779","ENSMUSG00000062382","protein_coding"
"15780","ENSMUSG00000069208","protein_coding"
"15781","ENSMUSG00000021583","protein_coding"
"15782","ENSMUSG00000021585","protein_coding"
"15783","ENSMUSG00000021587","protein_coding"
"15784","ENSMUSG00000001542","protein_coding"
"15785","ENSMUSG00000021591","protein_coding"
"15786","ENSMUSG00000021589","protein_coding"
"15787","ENSMUSG00000021590","protein_coding"
"15788","ENSMUSG00000043190","protein_coding"
"15789","ENSMUSG00000045509","protein_coding"
"15790","ENSMUSG00000021592","protein_coding"
"15791","ENSMUSG00000033991","protein_coding"
"15792","ENSMUSG00000109228","protein_coding"
"15793","ENSMUSG00000021596","protein_coding"
"15794","ENSMUSG00000021597","protein_coding"
"15795","ENSMUSG00000071252","protein_coding"
"15796","ENSMUSG00000064138","protein_coding"
"15797","ENSMUSG00000093668","protein_coding"
"15798","ENSMUSG00000069171","protein_coding"
"15799","ENSMUSG00000074794","protein_coding"
"15800","ENSMUSG00000069170","protein_coding"
"15801","ENSMUSG00000035840","protein_coding"
"15802","ENSMUSG00000035834","protein_coding"
"15803","ENSMUSG00000051098","protein_coding"
"15804","ENSMUSG00000021537","protein_coding"
"15805","ENSMUSG00000005583","protein_coding"
"15806","ENSMUSG00000035762","protein_coding"
"15807","ENSMUSG00000021548","protein_coding"
"15808","ENSMUSG00000021549","protein_coding"
"15809","ENSMUSG00000017778","protein_coding"
"15810","ENSMUSG00000034488","protein_coding"
"15811","ENSMUSG00000021613","protein_coding"
"15812","ENSMUSG00000021614","protein_coding"
"15813","ENSMUSG00000021615","protein_coding"
"15814","ENSMUSG00000012422","protein_coding"
"15815","ENSMUSG00000078958","protein_coding"
"15816","ENSMUSG00000049517","protein_coding"
"15817","ENSMUSG00000021619","protein_coding"
"15818","ENSMUSG00000003992","protein_coding"
"15819","ENSMUSG00000021620","protein_coding"
"15820","ENSMUSG00000021621","protein_coding"
"15821","ENSMUSG00000021622","protein_coding"
"15822","ENSMUSG00000021708","protein_coding"
"15823","ENSMUSG00000014850","protein_coding"
"15824","ENSMUSG00000100622","protein_coding"
"15825","ENSMUSG00000021707","protein_coding"
"15826","ENSMUSG00000045034","protein_coding"
"15827","ENSMUSG00000034334","protein_coding"
"15828","ENSMUSG00000021706","protein_coding"
"15829","ENSMUSG00000046957","protein_coding"
"15830","ENSMUSG00000021703","protein_coding"
"15831","ENSMUSG00000021702","protein_coding"
"15832","ENSMUSG00000021704","protein_coding"
"15833","ENSMUSG00000047419","protein_coding"
"15834","ENSMUSG00000042167","protein_coding"
"15835","ENSMUSG00000007617","protein_coding"
"15836","ENSMUSG00000021690","protein_coding"
"15837","ENSMUSG00000074768","protein_coding"
"15838","ENSMUSG00000042118","protein_coding"
"15839","ENSMUSG00000042102","protein_coding"
"15840","ENSMUSG00000042082","protein_coding"
"15841","ENSMUSG00000045312","protein_coding"
"15842","ENSMUSG00000021687","protein_coding"
"15843","ENSMUSG00000021686","protein_coding"
"15844","ENSMUSG00000042043","protein_coding"
"15845","ENSMUSG00000021685","protein_coding"
"15846","ENSMUSG00000042015","protein_coding"
"15847","ENSMUSG00000021684","protein_coding"
"15848","ENSMUSG00000041995","protein_coding"
"15849","ENSMUSG00000021681","protein_coding"
"15850","ENSMUSG00000021680","protein_coding"
"15851","ENSMUSG00000021679","protein_coding"
"15852","ENSMUSG00000021678","protein_coding"
"15853","ENSMUSG00000048376","protein_coding"
"15854","ENSMUSG00000021676","protein_coding"
"15855","ENSMUSG00000021675","protein_coding"
"15856","ENSMUSG00000051111","protein_coding"
"15857","ENSMUSG00000114133","protein_coding"
"15858","ENSMUSG00000021671","protein_coding"
"15859","ENSMUSG00000047117","protein_coding"
"15860","ENSMUSG00000021668","protein_coding"
"15861","ENSMUSG00000021669","protein_coding"
"15862","ENSMUSG00000021670","protein_coding"
"15863","ENSMUSG00000109561","protein_coding"
"15864","ENSMUSG00000091387","protein_coding"
"15865","ENSMUSG00000052075","protein_coding"
"15866","ENSMUSG00000041817","protein_coding"
"15867","ENSMUSG00000057762","protein_coding"
"15868","ENSMUSG00000060739","protein_coding"
"15869","ENSMUSG00000021666","protein_coding"
"15870","ENSMUSG00000021665","protein_coding"
"15871","ENSMUSG00000041773","protein_coding"
"15872","ENSMUSG00000069117","protein_coding"
"15873","ENSMUSG00000021662","protein_coding"
"15874","ENSMUSG00000041747","protein_coding"
"15875","ENSMUSG00000021661","protein_coding"
"15876","ENSMUSG00000021660","protein_coding"
"15877","ENSMUSG00000078302","protein_coding"
"15878","ENSMUSG00000046082","protein_coding"
"15879","ENSMUSG00000052485","protein_coding"
"15880","ENSMUSG00000041685","protein_coding"
"15881","ENSMUSG00000009470","protein_coding"
"15882","ENSMUSG00000045022","protein_coding"
"15883","ENSMUSG00000050919","protein_coding"
"15884","ENSMUSG00000021650","protein_coding"
"15885","ENSMUSG00000041632","protein_coding"
"15886","ENSMUSG00000052727","protein_coding"
"15887","ENSMUSG00000021647","protein_coding"
"15888","ENSMUSG00000021646","protein_coding"
"15889","ENSMUSG00000049658","protein_coding"
"15890","ENSMUSG00000021643","protein_coding"
"15891","ENSMUSG00000021645","protein_coding"
"15892","ENSMUSG00000078945","protein_coding"
"15893","ENSMUSG00000071203","protein_coding"
"15894","ENSMUSG00000078942","protein_coding"
"15895","ENSMUSG00000021640","protein_coding"
"15896","ENSMUSG00000021639","protein_coding"
"15897","ENSMUSG00000021638","protein_coding"
"15898","ENSMUSG00000021636","protein_coding"
"15899","ENSMUSG00000021635","protein_coding"
"15900","ENSMUSG00000078941","protein_coding"
"15901","ENSMUSG00000052293","protein_coding"
"15902","ENSMUSG00000048924","protein_coding"
"15903","ENSMUSG00000069089","protein_coding"
"15904","ENSMUSG00000061474","protein_coding"
"15905","ENSMUSG00000045273","protein_coding"
"15906","ENSMUSG00000041431","protein_coding"
"15907","ENSMUSG00000021629","protein_coding"
"15908","ENSMUSG00000041417","protein_coding"
"15909","ENSMUSG00000021624","protein_coding"
"15910","ENSMUSG00000034751","protein_coding"
"15911","ENSMUSG00000032621","protein_coding"
"15912","ENSMUSG00000021709","protein_coding"
"15913","ENSMUSG00000021710","protein_coding"
"15914","ENSMUSG00000042743","protein_coding"
"15915","ENSMUSG00000021711","protein_coding"
"15916","ENSMUSG00000118537","protein_coding"
"15917","ENSMUSG00000021712","protein_coding"
"15918","ENSMUSG00000021713","protein_coding"
"15919","ENSMUSG00000021714","protein_coding"
"15920","ENSMUSG00000046169","protein_coding"
"15921","ENSMUSG00000021715","protein_coding"
"15922","ENSMUSG00000021716","protein_coding"
"15923","ENSMUSG00000042655","protein_coding"
"15924","ENSMUSG00000021719","protein_coding"
"15925","ENSMUSG00000021718","protein_coding"
"15926","ENSMUSG00000021720","protein_coding"
"15927","ENSMUSG00000021721","protein_coding"
"15928","ENSMUSG00000042590","protein_coding"
"15929","ENSMUSG00000021692","protein_coding"
"15930","ENSMUSG00000021693","protein_coding"
"15931","ENSMUSG00000032846","protein_coding"
"15932","ENSMUSG00000068184","protein_coding"
"15933","ENSMUSG00000071180","protein_coding"
"15934","ENSMUSG00000021694","protein_coding"
"15935","ENSMUSG00000021696","protein_coding"
"15936","ENSMUSG00000021697","protein_coding"
"15937","ENSMUSG00000021699","protein_coding"
"15938","ENSMUSG00000021700","protein_coding"
"15939","ENSMUSG00000046006","protein_coding"
"15940","ENSMUSG00000021701","protein_coding"
"15941","ENSMUSG00000055194","protein_coding"
"15942","ENSMUSG00000032745","protein_coding"
"15943","ENSMUSG00000116016","protein_coding"
"15944","ENSMUSG00000032727","protein_coding"
"15945","ENSMUSG00000021754","protein_coding"
"15946","ENSMUSG00000049985","protein_coding"
"15947","ENSMUSG00000021756","protein_coding"
"15948","ENSMUSG00000050377","protein_coding"
"15949","ENSMUSG00000021758","protein_coding"
"15950","ENSMUSG00000047789","protein_coding"
"15951","ENSMUSG00000021759","protein_coding"
"15952","ENSMUSG00000016018","protein_coding"
"15953","ENSMUSG00000042426","protein_coding"
"15954","ENSMUSG00000042417","protein_coding"
"15955","ENSMUSG00000074651","protein_coding"
"15956","ENSMUSG00000078926","protein_coding"
"15957","ENSMUSG00000021760","protein_coding"
"15958","ENSMUSG00000023132","protein_coding"
"15959","ENSMUSG00000042385","protein_coding"
"15960","ENSMUSG00000042379","protein_coding"
"15961","ENSMUSG00000021763","protein_coding"
"15962","ENSMUSG00000042364","protein_coding"
"15963","ENSMUSG00000051456","protein_coding"
"15964","ENSMUSG00000042348","protein_coding"
"15965","ENSMUSG00000021764","protein_coding"
"15966","ENSMUSG00000021765","protein_coding"
"15967","ENSMUSG00000015536","protein_coding"
"15968","ENSMUSG00000015533","protein_coding"
"15969","ENSMUSG00000042284","protein_coding"
"15970","ENSMUSG00000114470","protein_coding"
"15971","ENSMUSG00000042275","protein_coding"
"15972","ENSMUSG00000042258","protein_coding"
"15973","ENSMUSG00000021725","protein_coding"
"15974","ENSMUSG00000021728","protein_coding"
"15975","ENSMUSG00000021730","protein_coding"
"15976","ENSMUSG00000021731","protein_coding"
"15977","ENSMUSG00000021732","protein_coding"
"15978","ENSMUSG00000025453","protein_coding"
"15979","ENSMUSG00000116207","protein_coding"
"15980","ENSMUSG00000025451","protein_coding"
"15981","ENSMUSG00000062822","protein_coding"
"15982","ENSMUSG00000074634","protein_coding"
"15983","ENSMUSG00000074715","protein_coding"
"15984","ENSMUSG00000093930","protein_coding"
"15985","ENSMUSG00000095930","protein_coding"
"15986","ENSMUSG00000094870","protein_coding"
"15987","ENSMUSG00000094237","protein_coding"
"15988","ENSMUSG00000095514","protein_coding"
"15989","ENSMUSG00000096284","protein_coding"
"15990","ENSMUSG00000096175","protein_coding"
"15991","ENSMUSG00000078537","protein_coding"
"15992","ENSMUSG00000095029","protein_coding"
"15993","ENSMUSG00000095609","protein_coding"
"15994","ENSMUSG00000096323","protein_coding"
"15995","ENSMUSG00000095653","protein_coding"
"15996","ENSMUSG00000094027","protein_coding"
"15997","ENSMUSG00000063846","protein_coding"
"15998","ENSMUSG00000095071","protein_coding"
"15999","ENSMUSG00000094796","protein_coding"
"16000","ENSMUSG00000095821","protein_coding"
"16001","ENSMUSG00000058317","protein_coding"
"16002","ENSMUSG00000021774","protein_coding"
"16003","ENSMUSG00000021772","protein_coding"
"16004","ENSMUSG00000012405","protein_coding"
"16005","ENSMUSG00000021775","protein_coding"
"16006","ENSMUSG00000021779","protein_coding"
"16007","ENSMUSG00000017491","protein_coding"
"16008","ENSMUSG00000017485","protein_coding"
"16009","ENSMUSG00000021785","protein_coding"
"16010","ENSMUSG00000021786","protein_coding"
"16011","ENSMUSG00000045201","protein_coding"
"16012","ENSMUSG00000042567","protein_coding"
"16013","ENSMUSG00000021733","protein_coding"
"16014","ENSMUSG00000091809","protein_coding"
"16015","ENSMUSG00000068758","protein_coding"
"16016","ENSMUSG00000072707","protein_coding"
"16017","ENSMUSG00000052417","protein_coding"
"16018","ENSMUSG00000021737","protein_coding"
"16019","ENSMUSG00000021738","protein_coding"
"16020","ENSMUSG00000053453","protein_coding"
"16021","ENSMUSG00000079357","protein_coding"
"16022","ENSMUSG00000084902","protein_coding"
"16023","ENSMUSG00000044772","protein_coding"
"16024","ENSMUSG00000056296","protein_coding"
"16025","ENSMUSG00000054423","protein_coding"
"16026","ENSMUSG00000021743","protein_coding"
"16027","ENSMUSG00000114378","protein_coding"
"16028","ENSMUSG00000033111","protein_coding"
"16029","ENSMUSG00000121513","protein_coding"
"16030","ENSMUSG00000097148","protein_coding"
"16031","ENSMUSG00000060579","protein_coding"
"16032","ENSMUSG00000021747","protein_coding"
"16033","ENSMUSG00000021749","protein_coding"
"16034","ENSMUSG00000021750","protein_coding"
"16035","ENSMUSG00000021751","protein_coding"
"16036","ENSMUSG00000021752","protein_coding"
